,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,percentiles,NFLpercentiles,play,result
112858,18,4589,4,11:09,OCO,9,17,AZ,AZ,OCO,4.0,4.0,OCO,43.0,23.0,20.0,5.5763089099050545,83.27323229862093,86.91315255047186,"Punt by Clutch (R), C. of 43 yards. Touchback.",Touchback
8842,10,2562,4,6:16,BAL,23,10,OCO,BAL,OCO,4.0,4.0,OCO,43.0,23.0,20.0,5.5763089099050545,83.27323229862093,86.91315255047186,"Punt by Turkleton, T. of 43 yards. Touchback.",Touchback
52931,14,3215,4,8:40,BAL,28,19,YKW,YKW,BAL,4.0,6.0,YKW,76.0,38.0,38.0,5.5748736,83.19282686028946,86.84744952813284,"Punt by Forfeit, N. of 38 yards. No return.",No return
210305,23,5679,4,14:12,AZ,30,20,NO,NO,AZ,4.0,1.0,NO,64.0,45.0,19.0,5.555914176000001,83.18795380342088,86.83152152271732,"Punt by Prohaska, H. of 45 yards. No return.",No return
147929,20,4984,2,4:58,AUS,20,3,SJS,AUS,SJS,4.0,19.0,SJS,37.0,36.0,1.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Crisco, A. of 36 yards. No return.",No return
310321,7,1759,3,12:41,BAL,7,20,OCO,OCO,BAL,4.0,12.0,BAL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Madlad, B. of 37 yards. Touchback.",Touchback
186670,22,5413,3,0:00,CHI,6,10,BAL,BAL,CHI,4.0,14.0,CHI,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Brand, F. of 37 yards. Touchback.",Touchback
249172,2,107,3,6:55,YKW,7,21,OCO,OCO,YKW,4.0,14.0,YKW,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Sims, A. of 37 yards. Touchback.",Touchback
204948,23,5653,2,3:44,OCO,3,14,PHI,PHI,OCO,4.0,15.0,OCO,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Louis, L. of 37 yards. Touchback.",Touchback
41730,13,3029,2,14:01,BAL,0,7,OCO,OCO,BAL,4.0,13.0,BAL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Anderson, A. of 37 yards. Touchback.",Touchback
73935,15,3407,4,9:10,AZ,13,38,OCO,OCO,AZ,4.0,10.0,AZ,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Dasistwirklichseinnachname, A. of 37 yards. Touchback.",Touchback
234228,24,6095,4,3:06,HON,16,23,AUS,AUS,HON,4.0,10.0,HON,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Crisco, A. of 37 yards. Touchback.",Touchback
219403,24,6156,4,15:00,BAL,14,17,YKW,YKW,BAL,4.0,19.0,BAL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Smalls, D. of 37 yards. Touchback.",Touchback
8160,10,2559,4,7:48,OCO,9,12,PHI,PHI,OCO,4.0,10.0,OCO,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Meoff, B. of 37 yards. Touchback.",Touchback
94652,17,4305,3,10:44,OCO,13,9,AZ,OCO,AZ,4.0,10.0,AZ,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Dasistwirklichseinnachname, A. of 37 yards. Touchback.",Touchback
47057,13,3053,4,0:35,BAL,23,34,PHI,PHI,BAL,4.0,20.0,BAL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Fulture, K. of 37 yards. Touchback.",Touchback
338273,9,2358,2,7:37,SJS,7,24,YKW,YKW,SJS,4.0,10.0,SJS,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Forfeit, N. of 37 yards. Touchback.",Touchback
140713,1,13,2,6:33,SJS,0,14,OCO,OCO,SJS,4.0,12.0,SJS,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Walsh, B. of 37 yards. Touchback.",Touchback
279910,5,1385,3,7:10,BAL,20,6,PHI,BAL,PHI,4.0,12.0,PHI,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Turkleton, T. of 37 yards. Touchback.",Touchback
227285,24,6123,3,3:48,AUS,3,17,CHI,CHI,AUS,4.0,12.0,AUS,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Sidekick, S. of 37 yards. Touchback.",Touchback
287590,5,1421,4,13:09,BAL,10,30,OCO,OCO,BAL,4.0,11.0,BAL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Madlad, B. of 37 yards. Touchback.",Touchback
340842,9,2370,1,3:47,OCO,0,3,COL,COL,OCO,4.0,12.0,OCO,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by McCormick, M. of 37 yards. Touchback.",Touchback
92612,17,4295,4,0:00,YKW,16,21,OCO,OCO,YKW,4.0,12.0,YKW,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Dasistwirklichseinnachname, A. of 37 yards. Touchback.",Touchback
150633,20,4997,2,14:02,COL,0,7,BAL,BAL,COL,4.0,21.0,COL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Brand, F. of 37 yards. Touchback.",Touchback
125841,19,4829,2,4:26,OCO,10,7,AZ,OCO,AZ,4.0,15.0,AZ,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Dasistwirklichseinnachname, A. of 37 yards. Touchback.",Touchback
174881,21,5223,4,9:51,YKW,24,6,BAL,YKW,BAL,4.0,11.0,BAL,37.0,36.0,1.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Smalls (R), D. of 36 yards. No return.",No return
313005,7,1771,3,5:37,PHI,27,7,SJS,PHI,SJS,4.0,10.0,SJS,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Harris, S. of 37 yards. Touchback.",Touchback
321088,8,1900,2,7:15,COL,3,7,OCO,OCO,COL,4.0,10.0,COL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Madlad, B. of 37 yards. Touchback.",Touchback
259402,3,310,4,7:33,YKW,7,13,COL,COL,YKW,4.0,10.0,YKW,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Kicksit, B. of 37 yards. Touchback.",Touchback
267193,4,735,3,3:31,LV,19,10,YKW,LV,YKW,4.0,10.0,YKW,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Gooney, W. of 37 yards. Touchback.",Touchback
81774,16,3897,4,6:49,AUS,34,12,OCO,AUS,OCO,4.0,17.0,OCO,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Crisco, A. of 37 yards. Touchback.",Touchback
14130,11,2677,4,11:45,PHI,3,6,SJS,SJS,PHI,4.0,18.0,PHI,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Corbett, K. of 37 yards. Touchback.",Touchback
3239,10,2537,2,11:30,COL,7,14,NO,NO,COL,4.0,15.0,COL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Leg, P. of 37 yards. Touchback.",Touchback
38366,13,3012,4,8:35,COL,3,31,OCO,OCO,COL,4.0,10.0,COL,37.0,17.0,20.0,5.5502563946779775,83.11242142195799,86.78971050850157,"Punt by Anderson, A. of 37 yards. Touchback.",Touchback
107627,18,4564,4,14:13,OCO,24,0,PHI,PHI,OCO,4.0,1.0,PHI,79.0,44.0,35.0,5.547834369,83.0368890404951,86.74391749293194,"Punt by Frost (R), B. of 44 yards. No return.",No return
27071,12,2884,4,11:46,YKW,23,27,NO,YKW,NO,4.0,4.0,YKW,63.0,35.0,28.0,5.542412601600001,83.03201598362652,86.74391749293194,"Punt by Forfeit, N. of 35 yards. No return.",No return
143596,1,27,4,8:44,BAL,10,24,OCO,BAL,OCO,4.0,5.0,BAL,75.0,57.0,18.0,5.5395946367999995,83.02714292675796,86.73595349022419,"Punt by Harris, S. of 57 yards. No return.",No return
265221,4,726,4,14:12,YKW,6,10,BAL,YKW,BAL,4.0,15.0,BAL,48.0,28.0,20.0,5.533674433137684,83.02226986988939,86.72798948751642,"Punt by Lombardi, J. of 48 yards. Touchback.",Touchback
341202,9,2371,3,0:00,AZ,20,14,SJS,SJS,AZ,4.0,2.0,SJS,79.0,51.0,28.0,5.532800000000001,83.01252375615223,86.72002548480866,"Punt by Corbett, K. of 51 yards.",Returned
127634,19,4837,4,15:00,PHI,9,17,COL,PHI,COL,4.0,3.0,PHI,66.0,52.0,14.0,5.532800000000001,83.01252375615223,86.72002548480866,"Punt by Frost, B. of 52 yards.",Returned
84632,16,3911,4,15:00,CHI,10,3,AUS,AUS,CHI,4.0,2.0,AUS,60.0,46.0,14.0,5.532800000000001,83.01252375615223,86.72002548480866,"Punt by Crisco, A. of 46 yards.",Returned
104738,17,4353,4,11:48,COL,17,47,YKW,COL,YKW,4.0,3.0,COL,72.0,37.0,35.0,5.525209651200002,83.0003411139808,86.7120614821009,"Punt by Jones II (R), J. of 37 yards. No return.",No return
231836,24,6096,4,11:48,COL,41,13,BAL,BAL,COL,4.0,3.0,BAL,75.0,70.0,5.0,5.525209651200002,83.0003411139808,86.7120614821009,"Punt by PhastBawl (R), D. of 70 yards. No return.",No return
248556,2,68,4,11:48,PHI,17,10,BAL,BAL,PHI,4.0,5.0,BAL,74.0,37.0,37.0,5.525209651200001,82.99303152867795,86.7120614821009,"Punt by Turkleton, T. of 37 yards. No return.",No return
4467,10,2542,4,4:28,COL,13,27,YKW,COL,YKW,4.0,8.0,COL,78.0,51.0,27.0,5.514768921600001,82.98815847180937,86.6921514753315,"Punt by McCormick, M. of 51 yards. No return.",No return
307225,7,1745,3,2:57,OCO,17,19,YKW,OCO,YKW,4.0,1.0,OCO,80.0,30.0,50.0,5.511732267999999,82.9832854149408,86.68816947397762,"Punt by Madlad, B. of 30 yards.",Returned
334462,9,2340,4,11:50,BAL,27,16,PHI,PHI,BAL,4.0,2.0,PHI,77.0,55.0,22.0,5.508069600000002,82.97841235807222,86.68816947397762,"Punt by (R) Meoff, B. of 55 yards.",Returned
253268,3,282,4,7:34,YKW,15,13,SJS,SJS,YKW,4.0,9.0,SJS,74.0,43.0,31.0,5.501711577600001,82.97353930120364,86.68418747262375,"Punt by Blewitt, I. of 43 yards.",Returned
147159,20,4980,4,8:49,NO,23,13,PHI,PHI,NO,4.0,4.0,PHI,63.0,43.0,20.0,5.495805919800001,82.96866624433507,86.6722414685621,"Punt by Powers (R), V. of 62 yards. Touchback.",Touchback
66272,15,3371,3,3:00,SJS,10,3,YKW,YKW,SJS,4.0,1.0,YKW,73.0,61.0,12.0,5.492992,82.9637931874665,86.6722414685621,"Punt by Harris Jr, S. of 61 yards. No return.",No return
159351,20,5037,4,4:32,AUS,16,30,AZ,AUS,AZ,4.0,7.0,AUS,72.0,38.0,34.0,5.481059942400001,82.95892013059792,86.66427746585434,"Punt by Crisco, A. of 38 yards.",Returned
71405,15,3395,5,11:54,SJS,34,34,COL,COL,SJS,4.0,2.0,COL,50.0,30.0,20.0,5.448913077150728,82.95404707372936,86.62843945366942,"Punt by Ramero, E. of 50 yards. Touchback.",Touchback
68011,15,3379,4,4:37,SJS,35,17,NO,NO,SJS,4.0,8.0,NO,78.0,34.0,44.0,5.439171200400002,82.94917401686078,86.61649344960777,"Punt by Crisco, A. of 34 yards. No return.",No return
149226,20,4990,3,0:19,PHI,10,29,COL,PHI,COL,4.0,10.0,COL,46.0,42.0,4.0,5.433667189379166,82.9443009599922,86.61649344960777,"Punt by Powers (R), V. of 42 yards.",Returned
202389,23,5640,4,12:00,AUS,35,9,COL,COL,AUS,4.0,3.0,COL,62.0,42.0,20.0,5.423308800000002,82.93942790312363,86.60056544419226,"Punt by Banana, S. of 61 yards. Touchback.",Touchback
136227,1,17,4,4:39,SJS,14,24,YKW,SJS,YKW,4.0,7.0,SJS,67.0,43.0,24.0,5.422492513200003,82.93455484625505,86.60056544419226,"Punt by Laces, K. of 43 yards.",Returned
245210,2,117,4,12:01,LV,13,20,PHI,LV,PHI,4.0,5.0,LV,81.0,40.0,41.0,5.414918493599999,82.92968178938648,86.59658344283837,"Punt by Blewitt, I. of 40 yards. No return.",No return
269175,4,744,3,1:42,ARI,0,6,YKW,ARI,YKW,4.0,14.0,YKW,47.0,46.0,1.0,5.407677169185619,82.9248087325179,86.58861944013061,"Punt by Ronaldo, C. of 46 yards. No return.",No return
282359,5,1396,4,12:03,LV,13,23,YKW,LV,YKW,4.0,2.0,LV,79.0,61.0,18.0,5.398184479199999,82.91993567564934,86.5687094333612,"Punt by Kicksit, B. of 61 yards. No return.",No return
222016,24,6145,4,14:34,YKW,7,19,HON,YKW,HON,4.0,1.0,YKW,73.0,47.0,26.0,5.382068328000001,82.91506261878077,86.56074543065344,"Punt by Smalls, D. of 47 yards. No return.",No return
194684,23,5603,4,12:05,SAR,6,11,YKW,SAR,YKW,4.0,4.0,SAR,70.0,56.0,14.0,5.3815125,82.91018956191219,86.56074543065344,"Punt by Small (R), J. of 56 yards.",Returned
20572,11,2706,4,7:48,SJS,27,21,PHI,PHI,SJS,4.0,7.0,PHI,75.0,57.0,18.0,5.381226188800001,82.90531650504361,86.55676342929956,"Punt by (R) Fulture, K. of 57 yards.",Returned
59021,14,3244,2,6:36,SJS,14,10,OCO,SJS,OCO,4.0,1.0,OCO,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Donaldson, N. of 46 yards. Touchback.",Touchback
105329,17,4356,3,13:40,SJS,0,17,OCO,OCO,SJS,4.0,1.0,SJS,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Dasistwirklichseinnachname, A. of 46 yards. Touchback.",Touchback
271416,4,755,1,8:47,PHI,14,0,YKW,YKW,PHI,4.0,8.0,PHI,47.0,31.0,16.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Lombardi, J. of 31 yards.",Returned
106009,17,4359,4,4:23,OCO,28,17,BAL,OCO,BAL,4.0,1.0,BAL,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Dasistwirklichseinnachname, A. of 46 yards. Touchback.",Touchback
33485,12,2914,4,13:32,OCO,7,24,BAL,BAL,OCO,4.0,1.0,OCO,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Turkleton, T. of 46 yards. Touchback.",Touchback
24950,11,2727,2,2:21,COL,7,17,BAL,COL,BAL,4.0,7.0,BAL,47.0,27.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Leg, P. of 47 yards. Touchback.",Touchback
123337,19,4817,2,14:03,COL,10,3,CHI,COL,CHI,4.0,1.0,CHI,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Harris Jr, S. of 46 yards. Touchback.",Touchback
146212,20,4976,3,12:50,BAL,14,17,PHI,PHI,BAL,4.0,1.0,BAL,46.0,34.0,12.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Powers (R), V. of 34 yards.",Returned
277252,4,997,2,5:54,YKW,10,20,OCO,YKW,OCO,4.0,7.0,OCO,47.0,27.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Lombardi, J. of 47 yards. Touchback.",Touchback
156828,20,5026,3,8:20,AZ,17,3,COL,AZ,COL,4.0,1.0,COL,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Espinosa (R), D. of 46 yards. Touchback.",Touchback
142352,1,15,3,11:50,ARI,10,3,COL,ARI,COL,4.0,1.0,COL,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Nugent, A. of 46 yards. Touchback.",Touchback
338012,9,2357,1,4:19,OCO,14,0,BAL,BAL,OCO,4.0,8.0,OCO,47.0,27.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Turkleton, T. of 47 yards. Touchback.",Touchback
325649,8,1921,3,13:43,SJS,0,23,AZ,AZ,SJS,4.0,1.0,SJS,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Jackson, D. of 46 yards. Touchback.",Touchback
96262,17,4313,2,12:52,PHI,7,21,CHI,PHI,CHI,4.0,9.0,CHI,47.0,27.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Castleberry, R. of 47 yards. Touchback.",Touchback
65356,15,3367,2,2:34,AZ,13,27,BAL,BAL,AZ,4.0,1.0,AZ,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Frost, A. of 46 yards. Touchback.",Touchback
112119,18,4586,2,6:36,SJS,3,14,NO,SJS,NO,4.0,8.0,NO,47.0,27.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Bobby, K. of 47 yards. Touchback.",Touchback
33618,12,2915,2,2:11,YKW,7,13,SJS,SJS,YKW,4.0,1.0,YKW,46.0,32.0,14.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by (R) Donaldson, N. of 32 yards.",Returned
13085,11,2672,4,10:23,AZ,13,27,COL,COL,AZ,4.0,1.0,AZ,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Leg, P. of 46 yards. Touchback.",Touchback
63454,15,3358,2,0:00,AZ,7,13,YKW,YKW,AZ,4.0,1.0,AZ,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Harris Jr, S. of 46 yards. Touchback.",Touchback
113491,18,4592,4,8:57,CHI,16,28,BAL,BAL,CHI,4.0,1.0,CHI,46.0,30.0,16.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Brand, F. of 30 yards. No return.",No return
112372,18,4587,3,6:36,BAL,14,19,COL,COL,BAL,4.0,1.0,BAL,46.0,26.0,20.0,5.378384365263365,82.8517128794893,86.508979413053,"Punt by Harris Jr, S. of 46 yards. Touchback.",Touchback
213441,23,5695,1,12:52,AUS,0,0,NO,AUS,NO,4.0,6.0,NO,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Crisco, A. of 47 yards. Touchback.",Touchback
84510,16,3911,1,4:40,CHI,0,0,AUS,CHI,AUS,4.0,4.0,AUS,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Fulture, K. of 47 yards. Touchback.",Touchback
64650,15,3364,1,8:47,PHI,0,0,NO,PHI,NO,4.0,6.0,NO,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Fulture, K. of 47 yards. Touchback.",Touchback
186552,22,5413,1,6:43,CHI,0,0,BAL,CHI,BAL,4.0,6.0,BAL,47.0,33.0,14.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Sidekick (R), S. of 33 yards.",Returned
28889,12,2893,1,7:35,PHI,0,0,AZ,AZ,PHI,4.0,4.0,PHI,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Jackson, D. of 47 yards. Touchback.",Touchback
144514,1,59,2,15:00,YKW,3,3,COL,COL,YKW,4.0,4.0,YKW,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Kicksit, B. of 47 yards. Touchback.",Touchback
143659,1,28,1,7:00,YKW,0,0,SJS,YKW,SJS,4.0,4.0,SJS,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Booter, A. of 47 yards. Touchback.",Touchback
101424,17,4338,1,11:02,PHI,0,0,YKW,YKW,PHI,4.0,4.0,PHI,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Bobby (R), K. of 47 yards. Touchback.",Touchback
304435,7,1734,1,9:11,NO,0,0,BAL,NO,BAL,4.0,4.0,BAL,47.0,27.0,20.0,5.378384365263364,82.7786170264607,86.43730338868315,"Punt by Leg, P. of 47 yards. Touchback.",Touchback
256516,3,297,4,12:06,LV,10,31,OCO,LV,OCO,4.0,2.0,LV,83.0,50.0,33.0,5.373199737600002,82.75425174211783,86.40146537649822,"Punt by Walsh, B. of 50 yards.",Returned
201119,23,5634,4,12:07,SAR,7,28,AZ,SAR,AZ,4.0,2.0,SAR,72.0,54.0,18.0,5.364902440800001,82.74937868524925,86.38951937243658,"Punt by Small (R), J. of 54 yards. No return.",No return
209928,23,5678,1,12:11,SJS,0,0,HON,SJS,HON,4.0,22.0,HON,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by McDairmid, M. of 41 yards. Touchback.",Touchback
36547,12,2929,1,5:04,NO,7,7,AZ,NO,AZ,4.0,14.0,AZ,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Meoff, B. of 41 yards. Touchback.",Touchback
179276,22,5377,3,3:34,YKW,16,20,BAL,BAL,YKW,4.0,8.0,YKW,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Brand, F. of 41 yards. Touchback.",Touchback
256125,3,296,1,12:20,PHI,0,0,ARI,PHI,ARI,4.0,20.0,ARI,41.0,38.0,3.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Harris, S. of 38 yards. No return.",No return
209406,23,5675,2,6:17,SAR,7,14,COL,COL,SAR,4.0,8.0,SAR,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Banana, S. of 41 yards. Touchback.",Touchback
288402,5,1425,2,1:41,YKW,10,0,LV,YKW,LV,4.0,7.0,LV,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Lombardi, J. of 41 yards. Touchback.",Touchback
248154,2,102,4,0:11,BAL,9,27,ARI,ARI,BAL,4.0,7.0,BAL,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Ronaldo, C. of 41 yards. Touchback.",Touchback
271764,4,756,3,2:22,BAL,12,17,PHI,PHI,BAL,4.0,8.0,BAL,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Harris, S. of 41 yards. Touchback.",Touchback
312668,7,1770,1,4:17,OCO,0,3,NO,NO,OCO,4.0,9.0,OCO,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Leg, P. of 41 yards. Touchback.",Touchback
21808,11,2712,4,5:35,SJS,7,34,YKW,YKW,SJS,4.0,9.0,SJS,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Forfeit, N. of 41 yards. Touchback.",Touchback
155608,20,5021,1,9:52,SJS,0,0,COL,SJS,COL,4.0,30.0,COL,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Bobby, K. of 41 yards. Touchback.",Touchback
206149,23,5659,2,6:47,COL,6,6,OCO,COL,OCO,4.0,16.0,OCO,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Banana, S. of 41 yards. Touchback.",Touchback
141662,1,39,1,10:12,COL,0,0,OCO,OCO,COL,4.0,15.0,COL,41.0,37.0,4.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Ronaldo, C. of 37 yards.",Returned
314684,7,1779,2,15:00,YKW,3,14,BAL,BAL,YKW,4.0,8.0,YKW,41.0,39.0,2.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Turkleton, T. of 39 yards.",Returned
335465,9,2345,2,10:14,BAL,10,7,YKW,BAL,YKW,4.0,7.0,YKW,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Turkleton, T. of 41 yards. Touchback.",Touchback
36925,12,2931,1,12:30,SJS,0,0,PHI,PHI,SJS,4.0,15.0,SJS,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Fulture, K. of 41 yards. Touchback.",Touchback
84255,16,3909,4,5:22,BAL,12,16,PHI,PHI,BAL,4.0,7.0,BAL,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Frost, K. of 41 yards. Touchback.",Touchback
283234,5,1400,4,0:03,PHI,15,24,OCO,OCO,PHI,4.0,7.0,PHI,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Madlad, B. of 41 yards. Touchback.",Touchback
206489,23,5661,1,11:10,BAL,0,0,HON,BAL,HON,4.0,15.0,HON,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Brand, F. of 41 yards. Touchback.",Touchback
68101,15,3380,2,7:33,PHI,3,21,BAL,BAL,PHI,4.0,7.0,PHI,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Frost, A. of 41 yards. Touchback.",Touchback
302364,6,1634,1,11:04,YKW,0,0,PHI,YKW,PHI,4.0,25.0,PHI,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Forfeit, N. of 41 yards. Touchback.",Touchback
56372,14,3231,4,6:26,AZ,3,41,NO,NO,AZ,4.0,8.0,AZ,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Meoff, B. of 41 yards. Touchback.",Touchback
177102,22,5366,4,0:45,COL,17,14,PHI,COL,PHI,4.0,8.0,PHI,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Banana, S. of 41 yards. Touchback.",Touchback
97663,17,4320,1,3:56,OCO,10,0,AZ,OCO,AZ,4.0,8.0,AZ,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Dasistwirklichseinnachname, A. of 41 yards. Touchback.",Touchback
183037,22,5396,1,10:44,SAR,0,0,AUS,AUS,SAR,4.0,10.0,SAR,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Crisco, A. of 41 yards. Touchback.",Touchback
271837,4,757,1,11:43,ARI,0,0,LV,ARI,LV,4.0,10.0,LV,41.0,40.0,1.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Ronaldo, C. of 40 yards. No return.",No return
325847,8,1922,2,5:23,BAL,6,10,NO,NO,BAL,4.0,8.0,BAL,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Leg, P. of 41 yards. Touchback.",Touchback
127093,19,4835,1,5:17,SJS,0,0,OCO,SJS,OCO,4.0,10.0,OCO,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Bobby, K. of 41 yards. Touchback.",Touchback
191486,22,5436,4,14:31,COL,12,17,BAL,BAL,COL,4.0,7.0,COL,41.0,31.0,10.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Brand, F. of 31 yards. No return.",No return
307066,7,1745,1,11:22,OCO,0,0,YKW,OCO,YKW,4.0,21.0,YKW,41.0,38.0,3.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Madlad, B. of 38 yards. No return.",No return
246406,2,79,2,1:20,SJS,10,14,OCO,OCO,SJS,4.0,7.0,SJS,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Langdon, J. of 41 yards. Touchback.",Touchback
146225,20,4976,3,9:31,BAL,14,17,PHI,PHI,BAL,4.0,7.0,BAL,41.0,21.0,20.0,5.353256553508853,82.65922713318065,86.29395133994346,"Punt by Powers (R), V. of 41 yards. Touchback.",Touchback
